PDB_File,Total_SASA,Radius_of_Gyration,Compactness,Contact_Order,SS_Helix,SS_Strand,SS_Coil
N_435982.pdb,62121.13,33.62061700463728,18.232859911983443,0.015260269909535815,0.27569331158238175,0.009787928221859706,0.7145187601957586
N_446555.pdb,35784.773,29.837985898878298,20.577796439775184,0.021393076021873673,0.49022801302931596,0.18729641693811075,0.32247557003257327
N_329888.pdb,60814.516,32.0055539156026,19.184170398021987,0.0191846460490383,0.16938110749185667,0.04234527687296417,0.7882736156351792
N_62990.pdb,55922.566,29.268855286470057,20.977930089525238,0.014633327819625407,0.252442996742671,0.057003257328990226,0.6905537459283387
N_416401.pdb,34525.258,35.540797492289585,17.27592072556066,0.04128806384231278,0.6661237785016286,0.10260586319218241,0.23127035830618892
N_125415.pdb,55427.03,36.81454379111078,16.678191192152056,0.013581872659610571,0.5244299674267101,0.048859934853420196,0.42671009771986973
N_148974.pdb,29690.766,28.53965089975789,21.513928189121916,0.04901566372944703,0.36319218241042345,0.28175895765472314,0.3550488599348534
N_265603.pdb,49749.36,31.07641076212402,19.789930204860177,0.010049024593665454,0.5886178861788618,0.030894308943089432,0.3804878048780488
N_488132.pdb,39019.27,29.57041899348219,20.797811493153215,0.025900810577612503,0.4943089430894309,0.04227642276422764,0.4634146341463415
N_168317.pdb,54128.363,35.02437645061269,17.559199115713067,0.014154418866002915,0.5886178861788618,0.0032520325203252032,0.408130081300813
N_55178.pdb,45515.523,36.15343096849737,17.010833647735563,0.011720761513387365,0.5593495934959349,0.024390243902439025,0.416260162601626
N_116194.pdb,33782.234,31.81554668477731,19.361603498541665,0.01640977556925833,0.6672077922077922,0.04707792207792208,0.2857142857142857
N_455906.pdb,36584.055,28.926730811130096,21.29518209375332,0.04395693109326398,0.737012987012987,0.016233766233766232,0.24675324675324675
N_154999.pdb,57735.438,29.471979824817318,20.90120866197418,0.013210564851045442,0.40584415584415584,0.0,0.5941558441558441
N_350810.pdb,52967.945,31.646804914315318,19.496438950805498,0.054397117832800754,0.17179902755267423,0.1880064829821718,0.640194489465154
N_442749.pdb,63293.836,34.10340937570201,18.092032770178108,0.010239913095734835,0.4813614262560778,0.0,0.5186385737439222
N_237001.pdb,31500.023,26.326269271780088,23.43666676164331,0.061308413908701696,0.5348460291734197,0.12641815235008103,0.3387358184764992
N_181.pdb,44174.2,31.342935158244526,19.68545692625417,0.02269620766058716,0.3841166936790924,0.1393841166936791,0.47649918962722854
N_285649.pdb,65227.04,31.767179269022108,19.45404074961875,0.010638911408590883,0.2750809061488673,0.04854368932038835,0.6763754045307443
N_478609.pdb,46567.758,29.97725207671167,20.61563209391376,0.02541401265990662,0.43851132686084143,0.10841423948220065,0.45307443365695793
N_331681.pdb,54306.996,32.90788719980896,18.779692425941818,0.013989977623349352,0.4854368932038835,0.032362459546925564,0.48220064724919093
N_96910.pdb,39693.21,28.5420879942545,21.687271096795868,0.03326996638998756,0.32794830371567046,0.17609046849757673,0.49596122778675283
N_289553.pdb,41798.43,27.62496213353029,22.407270533365825,0.04450855288717756,0.40549273021001614,0.11147011308562198,0.48303715670436187
N_136849.pdb,36019.64,28.734404393747237,21.54212043228214,0.03374593595035287,0.30210016155088854,0.25363489499192243,0.44426494345718903
N_357243.pdb,32344.11,39.0996316396016,15.831351192911322,0.023831944562537198,0.6316639741518578,0.05654281098546042,0.31179321486268174
N_263197.pdb,35885.742,27.785043019620176,22.278173172627387,0.055466308806513216,0.81421647819063,0.006462035541195477,0.17932148626817448
N_494966.pdb,32046.977,30.478318578084163,20.342329528828376,0.033841680955068745,0.31290322580645163,0.26129032258064516,0.4258064516129032
N_19121.pdb,40341.57,28.895514902971982,21.456617128363796,0.03539655945442103,0.3387096774193548,0.21129032258064517,0.45
N_101590.pdb,45831.777,49.02494756777028,12.646622398584615,0.038539703654435944,0.7661290322580645,0.0,0.23387096774193547
N_125431.pdb,57062.83,37.54333318661301,16.514250264307275,0.012045055713287012,0.5209677419354839,0.06451612903225806,0.41451612903225804
N_256186.pdb,51847.875,33.30598450347503,18.6452978123258,0.03310206882923013,0.36231884057971014,0.15942028985507245,0.4782608695652174
N_223097.pdb,45058.04,32.502297162747674,19.106341834562873,0.026491756854157947,0.7214170692431562,0.00322061191626409,0.2753623188405797
N_398477.pdb,21683.625,22.777536193250967,27.263703797077213,0.0684271259024124,0.4428341384863124,0.14170692431561996,0.41545893719806765
N_449973.pdb,69226.484,30.811802686698698,20.15461433121804,0.021442683676083107,0.20611916264090177,0.0,0.7938808373590982
N_450796.pdb,37139.73,30.933636235835333,20.075234455644026,0.02136312851689012,0.4573268921095008,0.18518518518518517,0.357487922705314
N_279440.pdb,30486.945,24.62700805347385,25.216217847153487,0.0786597170357345,0.4428341384863124,0.16264090177133655,0.394524959742351
N_428536.pdb,29787.268,26.188820408156023,23.71240820783975,0.037072090582676215,0.5893719806763285,0.10144927536231885,0.30917874396135264
N_430133.pdb,40429.93,32.358503840261854,19.191245771608415,0.0273162597410921,0.2222222222222222,0.3639291465378422,0.4138486312399356
N_409917.pdb,68751.81,33.33388544522449,18.65969093288252,0.011069484364146604,0.2427652733118971,0.0,0.7572347266881029
N_428204.pdb,40071.816,37.80299823656556,16.45372137171809,0.06555033566216992,0.5627009646302251,0.1752411575562701,0.2620578778135048
N_471523.pdb,56857.945,28.375757445395422,21.920119707709613,0.008899267587526837,0.4694533762057878,0.017684887459807074,0.5128617363344051
N_437937.pdb,56617.273,28.301705847451775,21.977473843895652,0.011940561673580683,0.49517684887459806,0.04340836012861737,0.46141479099678456
N_344169.pdb,56167.348,59.50696894054759,10.452557256301018,0.019173189513609936,0.5498392282958199,0.1045016077170418,0.34565916398713825
N_445941.pdb,37312.6,39.08689001380189,15.91326400694368,0.05635238771662206,0.6302250803858521,0.10128617363344052,0.2684887459807074
N_34906.pdb,47640.242,52.40911040876718,11.868165575578052,0.029313211511693697,0.33440514469453375,0.26366559485530544,0.40192926045016075
N_399534.pdb,32212.44,30.12567668397083,20.646839124146602,0.056199333325470766,0.17041800643086816,0.319935691318328,0.5096463022508039
N_367582.pdb,56560.848,33.46268753480252,18.617751468768173,0.040735759836883434,0.2375601926163724,0.15409309791332262,0.608346709470305
N_279768.pdb,35700.258,28.17616981576184,22.110883206399894,0.03899333838176108,0.3723916532905297,0.19743178170144463,0.4301765650080257
N_376430.pdb,64450.47,34.74849553502332,17.92883376409988,0.008227425016911974,0.42375601926163725,0.0032102728731942215,0.5730337078651685
N_493006.pdb,35599.895,30.888523048493894,20.169303628467826,0.03375285342160658,0.29052969502407705,0.25842696629213485,0.4510433386837881
N_171973.pdb,32479.146,39.27564562368724,15.862247204518699,0.028745469244116008,0.48475120385232745,0.22150882825040127,0.29373996789727125
N_403566.pdb,37056.523,56.61827325661385,11.003514663478798,0.017288814601796425,0.7817014446227929,0.0,0.21829855537720708
N_331806.pdb,55409.258,33.906609469928775,18.403491524371244,0.02206762297281343,0.296474358974359,0.15224358974358973,0.5512820512820513
N_465410.pdb,60101.258,34.32170105744931,18.180917051737,0.021674808547795202,0.1794871794871795,0.1282051282051282,0.6923076923076923
N_417974.pdb,66956.164,33.03194693137079,18.89080293379197,0.02250327797202797,0.14903846153846154,0.04807692307692308,0.8028846153846154
N_461335.pdb,34951.18,32.00689882364341,19.527040199793245,0.03411103678929766,0.2992,0.2976,0.4032
N_258230.pdb,36710.363,33.06093801914702,18.90448479223534,0.07665806041335453,0.6016,0.032,0.3664
N_202798.pdb,30260.232,29.699694155417372,21.04398775049328,0.04821755319148936,0.592,0.1152,0.2928
N_12058.pdb,32460.346,26.56231176216523,23.529578509436675,0.033096855345911946,0.4752,0.1568,0.368
N_192351.pdb,62758.594,33.62396210245535,18.58793434561836,0.019158586361373818,0.1824,0.0928,0.7248
N_532953.pdb,34971.42,33.85172214611718,18.46287161705562,0.028486968739023535,0.552,0.0624,0.3856
N_224549.pdb,40079.105,31.09396282871724,20.100364930737392,0.03795819581958196,0.3008,0.1712,0.528
N_260475.pdb,38655.574,28.206953571918607,22.157656919824827,0.03300915032679739,0.3408,0.1984,0.4608
N_198627.pdb,40576.246,31.071780575601792,20.146898195192207,0.0374720447284345,0.3706070287539936,0.2012779552715655,0.4281150159744409
N_254800.pdb,32391.383,34.027749166024684,18.396750162512525,0.01239603722141413,0.6805111821086262,0.0,0.3194888178913738
N_136593.pdb,58250.87,37.29476727502143,16.81200998993604,0.011369890523080762,0.5789473684210527,0.03987240829346093,0.38118022328548645
N_231702.pdb,34359.523,41.13412717609204,15.242817656391761,0.014718429919155626,0.5119617224880383,0.03189792663476874,0.45614035087719296
N_238861.pdb,59569.68,29.48724329696684,21.263432247140422,0.007487230914360016,0.5342902711323764,0.003189792663476874,0.4625199362041467
N_485682.pdb,33943.074,36.61712347490456,17.123136404466962,0.02696834391803277,0.6172248803827751,0.10526315789473684,0.27751196172248804
N_357176.pdb,33745.723,30.77399791261845,20.40683832445759,0.020050001723537006,0.34235668789808915,0.15445859872611464,0.5031847133757962
N_405475.pdb,27435.736,27.723419142449607,22.688399175009636,0.04461249980323947,0.43243243243243246,0.1494435612082671,0.41812400635930047
N_365966.pdb,49483.484,31.850709462688414,19.74838270829865,0.023560592354211495,0.5310015898251192,0.009538950715421303,0.4594594594594595
N_423907.pdb,74207.46,35.012181428795984,17.96517595680785,0.0193476426267415,0.24483306836248012,0.012718600953895072,0.7424483306836248
N_251965.pdb,72465.14,44.4237516206088,14.159092311064475,0.006786823397612791,0.4149443561208267,0.0,0.5850556438791733
N_515586.pdb,47972.027,35.33459795184859,17.80124966632294,0.026619062571857376,0.35294117647058826,0.2082670906200318,0.43879173290937995
N_168263.pdb,37913.42,29.53023309630041,21.300204368478283,0.04217728952134309,0.3767885532591415,0.13672496025437203,0.4864864864864865
N_335291.pdb,34617.223,34.62905407124086,18.192815740907278,0.027677603073092808,0.4444444444444444,0.16507936507936508,0.3904761904761905
N_88780.pdb,60826.965,42.84560862134275,14.7039573079183,0.021132379810437363,0.15555555555555556,0.19682539682539682,0.6476190476190476
N_277089.pdb,60555.992,29.958784317880188,21.028890669105003,0.018745017916153947,0.24603174603174602,0.0031746031746031746,0.7507936507936508
N_408504.pdb,38619.176,27.24416855758967,23.124214588097416,0.03607734775410105,0.35079365079365077,0.24444444444444444,0.40476190476190477
N_343763.pdb,28751.441,29.9125652757687,21.061383207756666,0.04410867883311337,0.326984126984127,0.2714285714285714,0.4015873015873016
N_348826.pdb,36998.6,41.41290340523887,15.236796942862412,0.016070540331069905,0.6545166402535658,0.006339144215530904,0.33914421553090335
N_514189.pdb,28023.285,27.84226077696761,22.66338948028215,0.06259137521901585,0.687797147385103,0.09984152139461172,0.21236133122028525
N_4568.pdb,57284.797,46.24255220529878,13.64544061492557,0.01269304554816274,0.757527733755943,0.0,0.24247226624405704
N_200991.pdb,29416.096,29.798889139539124,21.20884429753527,0.056455796346739306,0.6107594936708861,0.11392405063291139,0.27531645569620256
N_245861.pdb,46429.887,33.38468627467226,18.93083537764065,0.023222263588979896,0.37658227848101267,0.1787974683544304,0.44462025316455694
N_254494.pdb,43441.754,35.12579844441611,17.992473566119546,0.02322368943652429,0.43037974683544306,0.1661392405063291,0.40348101265822783
N_350178.pdb,55374.73,30.79292629842859,20.556669212445165,0.013263503315367752,0.5908372827804107,0.0,0.40916271721958924
N_444037.pdb,37519.875,38.78302480364145,16.321573760811088,0.021204072178058066,0.49447077409162715,0.1674565560821485,0.3380726698262243
N_426261.pdb,27831.299,28.374546781971645,22.308726368880354,0.039056615282480625,0.7598736176935229,0.03949447077409163,0.20063191153238547
N_230401.pdb,34162.715,32.37778735562622,19.550440338845604,0.01363639385016252,0.608214849921011,0.05055292259083728,0.3412322274881517
N_28941.pdb,45430.227,32.26459283619156,19.650023269124755,0.015139712361667999,0.4952681388012618,0.0473186119873817,0.45741324921135645
N_412404.pdb,63109.484,38.33109242993967,16.56618582318342,0.013178160422254911,0.4818897637795276,0.02204724409448819,0.49606299212598426
N_14297.pdb,31458.57,36.57225486613316,17.362888952959427,0.014091158959112412,0.752755905511811,0.0,0.247244094488189
N_17405.pdb,37468.86,26.29770147109111,24.14659702096213,0.045582855613303296,0.415748031496063,0.13228346456692913,0.4519685039370079
N_430400.pdb,66737.69,64.71643078481877,9.812036793428335,0.006468376705529014,0.5921259842519685,0.007874015748031496,0.4
N_499816.pdb,35030.6,33.77656300795701,18.800018221226598,0.03197028160324581,0.27874015748031494,0.27244094488188975,0.44881889763779526
N_397775.pdb,32593.078,32.34826705723415,19.661022300660434,0.05571515520389531,0.2279874213836478,0.30974842767295596,0.46226415094339623
N_6700.pdb,25480.465,25.40671179350973,25.032755327372563,0.046783523565494214,0.44654088050314467,0.17295597484276728,0.3805031446540881
N_278132.pdb,47377.312,31.808415667621457,19.99470852763659,0.025017327207931178,0.25,0.1949685534591195,0.5550314465408805
N_448549.pdb,48993.562,31.120532323752666,20.436668415037833,0.025728148164571463,0.4229559748427673,0.07075471698113207,0.5062893081761006
N_273794.pdb,61966.273,49.450366461101595,12.88160322332644,0.005669121155006894,0.6970172684458399,0.0,0.3029827315541601
N_181537.pdb,48210.457,30.879061645150884,20.628865194160838,0.023711131539220564,0.5259026687598116,0.0706436420722135,0.40345368916797486
N_229281.pdb,39822.508,28.433374217161557,22.403250318969366,0.03106288402228904,0.6185243328100472,0.0,0.3814756671899529
N_108032.pdb,42751.395,31.88298217915612,20.010675175081335,0.030553806465616156,0.2084639498432602,0.2836990595611285,0.5078369905956113
N_427811.pdb,48836.652,34.99551398439902,18.230908118235384,0.02724048572436012,0.3510971786833856,0.1614420062695925,0.48746081504702193
N_522686.pdb,35053.082,27.31064531769226,23.360854076439335,0.051255994519296647,0.13949843260188088,0.29310344827586204,0.567398119122257
N_71730.pdb,38795.496,27.66970618125565,23.057707798581603,0.04342115036135115,0.19278996865203762,0.33699059561128525,0.4702194357366771
N_535473.pdb,72091.51,42.77285362264257,14.916002697146757,0.006627991436654179,0.3981191222570533,0.003134796238244514,0.5987460815047022
N_263351.pdb,50204.395,34.92797175990852,18.266162272048028,0.02363555354806401,0.11128526645768025,0.30877742946708464,0.5799373040752351
N_356994.pdb,39124.11,57.44639118441885,11.106006606260836,0.018657896016730704,0.7429467084639498,0.003134796238244514,0.25391849529780564
N_374316.pdb,57430.36,32.88454127604391,19.43162273835657,0.01686445563474949,0.4209702660406886,0.07198748043818466,0.5070422535211268
N_4673.pdb,69237.34,36.77253897805335,17.377097632050077,0.020943069200931305,0.12832550860719874,0.15023474178403756,0.7214397496087637
N_272539.pdb,73920.02,35.6410267529739,17.92877641906547,0.013145880296582224,0.21752738654147105,0.003129890453834116,0.7793427230046949
N_365628.pdb,57376.996,30.846575242279577,20.71542772515506,0.015529174668468157,0.40219092331768386,0.06259780907668232,0.5352112676056338
N_30848.pdb,36233.344,32.296719805256345,19.785291009522325,0.03581063098165714,0.29890453834115804,0.2112676056338028,0.48982785602503914
N_384818.pdb,58488.062,33.62365593921717,19.004477120368644,0.012130402869527886,0.27386541471048514,0.053208137715179966,0.672926447574335
N_313475.pdb,53784.656,33.10217279993559,19.334078275406906,0.02593594656172328,0.2015625,0.2109375,0.5875
N_242169.pdb,28700.12,25.932748887769066,24.679219421349117,0.042023656111929306,0.70625,0.0640625,0.2296875
N_399904.pdb,37107.234,57.09686981784449,11.20902077542578,0.01873854712041885,0.7859375,0.0,0.2140625
N_1031.pdb,57931.465,33.57712954321584,19.06059299012682,0.019283618647717486,0.1203125,0.25,0.6296875
N_340825.pdb,29591.736,25.709624402111967,24.93229733637586,0.0463784405034738,0.25585023400936036,0.27301092043681746,0.4711388455538221
N_101323.pdb,40365.816,39.40543803971386,16.266790369237437,0.024697214685752464,0.29797191887675506,0.24336973478939158,0.45865834633385333
N_396604.pdb,56274.45,42.79962021510976,14.97676841005483,0.021855307036094798,0.2995319812792512,0.11856474258970359,0.5819032761310452
N_236600.pdb,69326.54,37.475129041066026,17.104677592906455,0.02022162828850028,0.23400936037441497,0.0,0.765990639625585
N_314384.pdb,38392.223,30.94918748794701,20.711367632821826,0.01692468801439859,0.5678627145085804,0.10140405616224649,0.33073322932917315
N_331470.pdb,43298.516,29.191524984098145,21.99268453257322,0.027132722509944716,0.13239875389408098,0.3302180685358255,0.5373831775700935
N_371202.pdb,54792.773,27.844326531273698,23.05676164510317,0.01172032691238413,0.5841121495327103,0.0,0.4158878504672897
N_501456.pdb,49723.773,32.360683122185684,19.838888986860127,0.04614760630559049,0.37850467289719625,0.1308411214953271,0.49065420560747663
N_261076.pdb,32961.855,43.734677326097554,14.67942692735732,0.015598735964499429,0.5249221183800623,0.021806853582554516,0.4532710280373832
N_227023.pdb,61674.84,39.387554573613684,16.299564848590155,0.005916034850258098,0.37850467289719625,0.0529595015576324,0.5685358255451713
N_156693.pdb,49114.99,33.33982411833928,19.286244513998625,0.025356417600221576,0.43390357698289267,0.060653188180404355,0.505443234836703
N_290361.pdb,45381.816,31.61322158683673,20.339591086399608,0.030470531922685794,0.3545878693623639,0.13374805598755832,0.5116640746500778
N_413734.pdb,30755.832,30.142682742071052,21.331876976648317,0.04552140240603879,0.4214618973561431,0.2332814930015552,0.3452566096423017
N_147538.pdb,35520.65,28.999607771334617,22.17271368185846,0.04454100639134456,0.552099533437014,0.1119751166407465,0.3359253499222395
N_11955.pdb,30299.018,28.11886855706358,22.867207430310195,0.043969410815993926,0.656298600311042,0.06531881804043546,0.27838258164852253
N_510222.pdb,59776.637,33.66575404112944,19.129231420547583,0.008804400108747935,0.5062111801242236,0.062111801242236024,0.43167701863354035
N_128070.pdb,34782.53,27.26448402161134,23.620472681218903,0.03841230481879697,0.32298136645962733,0.29037267080745344,0.38664596273291924
N_399775.pdb,65819.56,32.66052367644076,19.717993697221118,0.007752657407239737,0.37267080745341613,0.023291925465838508,0.6040372670807453
N_444599.pdb,33010.223,35.874446672445124,17.951496391849613,0.038900540453335485,0.5667701863354038,0.10248447204968944,0.3307453416149068
